,review,rating,date,country
1503,"Los Angeles to Johannesburg via Dubai. Everything was as expected. The only downside on the entire trip was lack of Wi-Fi. Given that we were flying over the North Pole on the first leg, I can understand it, but it is still something Emirates should work on for the long haul flights. The leg from DXB to JNB was on a 777. Not as nice as the A380, but still great. They woke us up to feed us, which I thought was a nice touch, although I could see some people not liking it. I think the biggest problem with Emirates business class is that there's really no need to fly first class. The Business Class experience was better than the First Class trips I've had. ",2,20th December 2015,United States
1504,"Dubai to Orlando, seat 37K paid AED8045 for my ticket. Emirates 16 hour flight - inadequate feeding arrangements I plan to pack a snack pack on the return flight from Orlando. Meal served soon after take off was satisfactory. Then pizza soon after, which I declined because I wasn't hungry. 4 hours before landing I requested a piece of fruit or a dry cracker, the menu suggested that these snacks are available between meals. I was told that there was nothing left, ""everything has been demolished"" I was told by a steward. Whilst I understand the limitations of food on board, I would expect something small to snack on for a flight of this length. Eventually, after saying how astounded I was, one of the stewards said they knew where a stash could be found! Why was it not readily available anyway? He gave me two small packets. Worse still, every cup of coffee I had was lukewarm so I asked for tea, that was worse, it looked like dish water, the colour was not tea! The icing on the cake, I asked for a drink of fruit juice an hour and a half before landing and the steward said there was none available because it was all packed away! I am astounded and disgusted.",5,19th December 2015,United Arab Emirates
1505,"Auckland to Manchester via Dubai. Nice to report on a positive experience with Emirates. Check-in quick, lounge access OK but a bit crowded. Flight from Auckland very good, food and drink choices excellent, even managed some sleep. Business class bar was well occupied. Second flight from Dubai to Manchester even better as we were given a First class upgrade and we appreciated the increase in the luxury level, with the food, drink and shower. Baggage claim and driver service super quick. All in all an excellent experience.",4,18th December 2015,United Kingdom
1506,"I am a regular traveler between Dubai and Los Angeles and notice if there is any improvements made on this route since the last trip in June 2015. Overall journey was pleasant, departure was nearly half-an-hour late due to offloading luggage of passengers who could not travel that day, but the captain promised to make up the time lost throughout the flight. Arrival was on time as scheduled. A380 a joy to travel in. What could be better is if the departure gate in Dubai allows for 2 level entries, as premium passengers were boarded through the lower entry door, which could be problematic for elderly passengers as they have to go up on a stairs to the business cabin. Male amenity kit bag has been shrunk which is good. The content remains the same. The service is good with crew members working hard. A minor tweak on the menu since the last time and improvement was noticed in this flight. Poach eggs served on the breakfast menu in this flight has improved since the last flight I took.  Wifi still not really working. Due to recent event in San Bernardino, I was held up at the LAX immigration, due to the origin of my travel was from an Arab country. After all the searches completed 5 hours later, I exited LAX and could not found the limousine driver. However, I can not really put the blame on Emirates, as me being held up by the LAX border protection was something that none of us planned for. Keep on improving Emirates, your passengers notice and appreciate them.",4,15th December 2015,Bahrain
1507,"I paid a little more to take the A380 from Paris to Dubai. This aircraft is really comfortable: quiet and wide.  Entertainment system is one of the best I saw, and the food pretty good. But the  transit in Dubai was a nightmare. The airport itself is good, but the connecting time was way too long. The A380 was parked on the tarmac and unloaded by bus! I thought Dubai was Emirates hub, but they use buses to unload these aircraft.  20 minutes drive to get to the terminal. I thought the bus drove us downtown. And it was the same for the connecting flight - very disappointing.",8,15th December 2015,France
1508,"EK407, AKL-MEL. Check in busy due to 3x EK A380 leaving within an hour to SYD, MEL and BNE. However was processed fast. Lounge very busy due to the number of pax. Boarded on time. Flight Departed on time. Again I say this. EK crew quality has come down a lot. Most of them just seem to be there for glamour and stand around like robots. IFE good. Food very bad. Arrived on time. Bags out on time. Good value for money based on price paid. Would I go out of the way to fly even though I am a GOLD Member. No I will think twice.",4,14th December 2015,Australia
1509,"I flew on the Emirates A380  and really enjoyed this trip in economy. Unfortunately there were some queues at Dubai Aurport. But the service in the plane was fantastic. I couldn't really notice a big difference between the A380 and the Boeing 777-300. I think that the A380 is quiter, it looks better and feels bigger. Food and entertainment system (ICE) amazing. Very big selection of music and movies in different languages. Great staff. I really enjoyed this flight.",4,13th December 2015,Italy
1510,"Milan to Dubai with Emirates. The service for economy class was very good. Very fast check-in at Malpensa Terminal 1, no queue. Boeing 777-300er looked new, seat was comfortable with a quite big screen and USB. Headphones and blankets were distributed and the menu in economy was a nice touch. I enjoyed the entertainment system: lots of music and movies available in different languages. There was only 1 meal service during this flight, which was vey good. Shortly before landing a snack was served, you could choose from ice cream and hot cookies. The crew was nice and helpful, they smile and it seems like their are happy to serve you. Really nice product for 6h flight.",9,13th December 2015,Italy
1511,"Flew Emirates from MAN-DXB, outbound flight 02/12/15. Excellent service by the crew on the morning flight from Manchester, the 777 was an older aircraft so the entertainment system was the older ICE system but it worked well with plenty of choices of movies, TV programmes and music. Wi-Fi available on this aircraft and it worked well for the bargain price of a $1.00. Meal service was a let down as the food was cold and the portions seemed to have shrunk since my last flight with Emirates last year. Plenty of drink runs available and the flight was only half full so plenty of space available. Landed in to Dubai 20 minutes earlier. I much prefer the 777 over the A380.",9,12th December 2015,United Kingdom
1512,"Flew Emirates DXB-MAN, 07/12, afternoon flight on the A380. On boarding the aircraft we were greeted by miserable cabin crew so got the feeling it wasn't going to be a great flight and we were correct. The flight took off on time and it was a full flight so knew the service would be slow but waiting 90 minutes after take off for any refreshment is poor by Emirates standards. No pre dinner drink just the food and then another wait for drinks. Crew were surly and clearly didn't want to be at work that day. Asked for another drink to be grunted at by the stewardess who moaned she would have to write my drink down as a few people were asking. If they had been pro active and commenced a drinks service before the food maybe people wouldn't be asking for another drink so soon after the meal. Cabin crew then disappeared and not offered anything else until 2 hours before landing when they came round with afternoon tea. A very small sandwich and a tiny scone. The aircraft was immaculate as it was only 3 months old. Flight landed 40 minutes early. I would fly Emirates again but would avoid the A380 where possible.",7,12th December 2015,United Kingdom
1513,"We couldn't have asked for a better ending for a week long vacation in the UAE, as we flew back to India on an Emirates A380. I was glad that all the excitement paid off with this flight. EK500 operating on the DXB-BOM sector had already occupied its gate (B20), even before we cleared our formalities. The flight, needless to say is big and the number of people waiting to get on board is a clear sign of that. The cabin crew on board were polite and never dropped their smile throughout the flight duration. The legspace gets in more inches than a B777 (that we used for BOM-DXB) and the windows seem more larger. The night time ambient lighting adds to the drama with all the buttons overhead at the touch of a remote. The in-flight entertainment provides all the details of the flight and the most amazing outdoor camera locations one can ask for during the flight. The food was pretty good, if not exceptional and we were more than happy with the fact that it was piping hot. The cabin is very quiet once the Rolls Royce's are burnt at full throttle and you can hardly feel any vibrations. I would recommend everyone flying to Dubai to at least once experience their A380 aircrafts.",7,11th December 2015,India
1514,"I have been traveling Emirates since 2005 and have found that the inflight service has been going downhill over the past 2 years. On 9th December, I flew from Mumbai to Dar Es Salaam via Dubai. I was extremely disappointed with the staff attitude. I found that the table was dirty and had food and tea/coffee stains on it. I brought this to the attention of the staff and they were completely indifferent towards it. They gave me a wet tissue and asked me to clean it myself. On my next flight from Dubai to Dar Es Salaam my vegetarian meal was given away to another passenger.",7,11th December 2015,Tanzania
1515,"Paris CDG to Dubai. It was the first time we had flown with Emirates and we had a very easy trip. Staff pleasant, food good, flight on time. Seats comfortable. As it was a daytime flight we did not attempt to sleep but have no reason to think as a bed the seats would be as comfortable. A slightly strange layout in business class. Seems to be more directed at solo travellers.",5,10th December 2015,Australia
1516,"Our flight (EK507) got delayed by an hour and it left quite a sour experience at the start of our vacation.  The aircraft was well maintained and the crew were quite welcoming right from the door. The food served on board was of decent quality, but they ran out of the non-vegetarian course by the time the trolley reached my seat. We landed around 45 minutes after our schedulued arrival, and we missed our connecting bus (Emirates shuttle) to Abu Dhabi, as it left sharp at 7 PM. The surprising part about all this is that Emirates dont take any liability for missed bus connections, as it is apparently hosted by a 3rd party. I hope that in future Emirates do take this flaw in account, so as to make sure that passengers missing the bus connection due to a flight delay are not inconvinienced.",2,9th December 2015,India
1517,Karachi to New York via Dubai. Best flight I have experienced. The staff was very nice and cooperative. They have the best entertainment system with the latest collection of movies. The food is okayish and better than many airlines. The planes are also new. I should mention that Dubai Airport is the best airport I have visited.,3,9th December 2015,United States
1518,"We choose Emirates from CDG to PVG via DXB because of the cheap price and it had been recommended to us. However, I did not really enjoy this experience. The food is some of the best in economy class. But the IFE screen needs improvements as it is not as clear as some other airlines. The cabin crew service from Dubai to Shanghai was rude and impatient. Furthermore, the seat was not that comfortable, the space was acceptable, but the quality of the seat was poor - the headrest was made of the same material as the lazyback instead of artificial leather, so, if you put you head on it for a long time, you hair would stick to the headrest. Overall, a so-so flight. ",5,9th December 2015,China
1519,"The flight from Brisbane to Singapore was very good. Friendly and helpful staff. We had an annoying 75 minute stop in Singapore with a change of crew before the flight to Dubai. The whole demeanour of things changed. The new crew members on the whole seemed rude and abrupt. A young woman travelling on her own was not allowed a bassinet for her young child, whereas she had experienced no problems Brisbane to Singapore. I took up the advocate's role but to no avail. I asked to speak with the Purser but was brushed off. I do not intend flying Emirates again once this holiday is over.",9,8th December 2015,Australia
1520,"Recently flew Emirates from Christchurch to Stockholm, returning from Barcelona. We stopped at Sydney and Bangkok both directions. All flights were on time. The flight attendants were professional and attentive with lots of water runs between meals. Some crew were friendlier than others but you get that with every airline. The meals were great, and we got our choice on each sector. The food was tasty and varied. There have been some bad reviews regarding the 3x4x3 layout, but this wasn't a problem for us, the width of seats similar to other airlines. The aisles may be a bit narrower. Connection times were good but Dubai airport is a zoo and certainly not relaxing at all, most of the time you have to battle your way through a sea of humanity. Emirates was good value, will fly with them again.",5,4th December 2015,New Zealand
1521,"Emirates First Class from Bangkok to Hong Kong. Short hop, so no full First Class amenities available (no limo, amenity kits, First Class bar). Check in at BKK was smooth, lounge was nice, small, but with a decent selection of hot and cold food, and alcohol. Half-full cabin. Nice and chatty cabin crew, but the service seemed quite rushed. Excellent champagne, food just ok - appetisers were very cold, main course was nice, but presentation was below expectation. Suite experience, toilet with shower, and nice cabin crew made our day. Good value for money on this short sector.",10,3rd December 2015,Poland
1522,"Heathrow to Mauritius via Dubai with Emirates. Very good seat space for 2 travellers together, TV screen large with plenty of choices. Very indifferent service all four flights. Some crew really did not want to be working. I'm an easy Premium passenger - if it's night time and after about 10pm, then I want to board and get ready to sleep, which should be easy on a 7 hour flight from London.",8,2nd December 2015,United Kingdom
1523,"I was very pleased with the service I received on Emirates. Everyone was professional, attentive and able to handle situations with difficult passengers easily. The food was good and a lot of it. There were two meal services and a pizza service in between the meals. Drinks offered frequently. The seats were comfortable and a lot of legroom. The stars on the ceiling of the plane when it is dark outside was a nice touch. On my flight to Dubai from New York the plane was half full, so most people went to their own row and stretched out to sleep. On the way back from Dubai to New York the plane was full, but I still felt comfortable for the almost 16 hours I was on the plane. IFE was very good and I was able to finally catch up on watching movies I had not yet seen. The only small problem I had was that the free wifi was not working on my phone, but other people seemed to connect to the wifi easily. I would fly Emirates again without hesitation.",6,1st December 2015,United States
1524,"Flew Emirates from Melbourne to Kuala Lumpur on 18th of November 2015. Overnight flight, booked flight through Qantas website. Flight was on Boeing 777-300 (A6-ECV). Upon boarding, FAs greeted passengers. Once seated, hot towel was distributed. After take off a refreshment was provided. I ordered a lacto-ovo diet and in my past experience, I was given sandwich and some dessert/cake, however this time I was a bit disappointed that I was only given 1 piece of vegetarian rolls. Breakfast was served about 2 hours before landing, and the best onboard breakfast that I have had. Emirates also provide stickers so flight attendants know whether to wake up or not. Inflight entertainment was superb, plenty of choices and the front/bottom aircraft camera view was available. The ICE on this aircraft hasn't been upgraded yet (wasn't ICE widescreen) but still enjoyable. Wi-fi was also available in this flight for those who prefer browsing to watching the IFE, and the connection speed was pretty fast. Apart from during take off and landing, mobile phone were allowed to be used onboard. The seat was comfortable and the headrest is adjustable. Flight attendants were friendly. Cabin and toilet was clean.  The cabin mood lighting was nice. Combs, razor and toothbrush/toothpaste availabe in the lavatory.  Overall, I had an impeccable experience with Emirates and will fly with them again.",5,30th November 2015,Australia
1525,"Mumbai to New York JFK via Dubai. Every time I fly with Emirates their service seems to be on a decline. Dubai to New York their meal service was horrible. They provided a menu which they usually do with 3 options. However the vegetarian option in the menu (both breakfast and lunch) was available only for those who had pre selected meal preferences. Not sure how it makes sense to include something in the menu when it is not really available for selection. Secondly, their flights are freezing cold and flight attendants always seem to be in a hurry to collect blankets. On one leg of the journey they collected blankets one hour prior to landing in a freezing flight. Not a pleasant flying experience overall and not worth the cost of tickets.",10,30th November 2015,United States
1526,"Cape Town to Auckland via Dubai and Brisbane in Emirates first class.  Decided to splash out. Paid just over NZD 13000 which seemed like a good deal. Flight out of Cape Town was uneventful - staff great, older aircraft but nice inside, Cape Town BIDVest lounge absolutely horrible. Arrival at Dubai is at 1am and the airport is buzzing at that time of the morning. Lounge very big and spacious. Priority fast track means nothing at Dubai. It doesn't help to show it or anything, everyone just seems to use the same lines for security. Flight to Brisbane early morning 10am departure on A380, Very new aircraft. Seat fantastic and showers just great! Staff was a bit of a miss, food pretty good though. Transit at BNE very efficient, lounge is great with lots of food options. Flight to Auckland on same aircraft, different staff and they were the best out of all the staff I had. Very attentive and caring. Flight to AKL a short hop but very nice experience. AKL immigration a pain as 3 Emirates A380s arrived in the space of 40mins. Overall the experience was nice but as past experiences have showed me Emirates staff remain a hit or miss situation at best.",10,30th November 2015,New Zealand
1527,"Manchester to Sydney via Dubai. First time using Emirates and very disappointed with the lack of communication, requests were ignored and very cold aircraft. Service was poor, haphazard when serving food and drinks, trays left on tables. Children allowed to run up and down the aisles, even when the seat belt signs switched on, and the crew didn't seem to care. Ran out of toilet paper in the lavatories, reported but nothing done.",8,30th November 2015,United Kingdom
1528,"Very poor service on our Emirates flight Dubai to Gatwick, (EK009) as was flight out to Dubai on 3rd November (EK012). Having flown with Emirates once or twice a year for a number of years I am seriously considering using another carrier. Drinks that are supposed to be part of the flight cost were not forthcoming, the meal service was poor, blankets collected even though plane was cold. Worth pointing out that the flight on the 17th November was barely half full in economy.",5,29th November 2015,United Kingdom
1529,Karachi to Boston via Dubai with Emirates. I had a very disappointing experience with Emirates. I have been a travelling musician and always travel with my guitar. Having always put it close to me in the plane I always travel with a softcase. This time I travelled to Boston I was coerced at Karachi airport and given absolutely no choice but to check in my guitar. Knowing the fragility of a guitar it is unacceptable to check it in regardless of all fragile handling protocol an airline may have. A guitar is too sensitive to be checked in. Upon arriving at Boston my guitar was nowhere to be found at baggage claim and after filing a claim it reached me a few days later. And when I unzipped my case I noticed my guitar's headstock is fractured and the guitar received dents regardless of Emirates ensuring fragile handling.  ,8,28th November 2015,Pakistan
1530,Singapore to Chicago via Dubai with Emirates. The crew were impatient and demanded to take away all the blankets 45mins prior to landing. Passengers were rudely awaken from their sleep during this freezing red eye flight and had blankets taken away. The crew then proceeded to collect all headsets in a very rude manner. I assume all these is to help turn around the aircraft quicker but this results in a very horrible flying experience. Not to mention the food is also cold and of poor quality. I have had experience with many other airlines around the world and this is certainly the worst service and worst food ever. I will never take Emirates again. For similar value I would choose Qatar airways.,5,28th November 2015,Singapore
1531,Delhi to Melbourne via Dubai. Check in good and fast and the Delhi Lounge not bad. Flight out of Delhi was delayed and cancelled due to technical reasons. Delhi airport staff do not know how to handle a crisis. Passengers were left high and dry. Hotels and/or comfort was not provided to passengers in a reasonable manner. Replacement flight EK8515 left Delhi 20 hrs later. Crew on the replacement flight pretty bad. Food on board Emirates flights is very poor now. EK406 to MEL. Flight departed and arrived on time. IFE not bad. Wifi advertised was slow and bad. Bottom line is that Emirates is suffering from over expansion. The airline has lost common grip and basics of customer care. Being a Gold member with EK I am looking elsewhere now.,9,27th November 2015,Australia
1532,"Manchester to Sydney via Dubai. This was my fifth return journey facilitated with Emirates. Myself and my wife prefer travelling with Emirates, due to their flexibility around routes out of Manchester and previous experience of flying with Emirates from London Heathrow and Gatwick via Dubai to Mauritius. The meals in Economy class have deteriorated in my view. The portions are much smaller and needs reviewing by Emirates. I purchased $1 of wifi access, and its reliability was poor at times, and cannot be relied upon. On a positive note, we flew on the new 2 class Airbus A380 (A6-EOP) and the flight was good (with the exception of meals). They did regularly offer drinks and snacks throughout the flight - this was not observed on the other three Emirates flights. ",6,26th November 2015,United Kingdom
1533,"This is my 6th Business class trip this year with Emirates. Checking was done in Melbourne by Qantas, all went smoothly. The EK lounge in Sydney is a nice and cosy. Great food and service. Boarding the flight was a nightmare, there was no priority lane in place, it was a dogs breakfast. I have never encountered that before on any airlines. After take off, we were given mattresses straight away - how about asking priority passengers what they would like to drink after take off and what their meal requests would be? That was a first. The crew always give the mattresses after dining. Just very strange and not logical. I was seating in 7K which was located at the very front section of the business class. After a long 1h30, we were given our departure drink and cold nuts, then asked to chose our dinner. No wine request was offered with the meal, we had to ask for it. I've asked for my cheese platter to be served after I finish my main meal. I got my starter, the chicken roulade and salad - I had to send back my meal, the whole food that I just got was far too chilled. There were pieces of ice on the Salad and the chicken, I just couldn't believe what was served on my plate.  No coffee or tea were offered to my section, no refill of our drinks or bread and I never got my cheese platter. By that stage, I've had enough. 2 hours before landing, I've ordered a Lite Bites, waited only 5 minutes which I thought was pretty amazing considering during the flight I've had to press the Call Button 3-4 times to get some water (then asked for a big bottle therefore I was sure to have the water when I needed it and without disrupting the crew) well my snack was cold so I had to send it back again! The crew who were designated to look after my section really failed on that flight, they were non existent during the flight, didn't care one bit about their passengers. I'm starting to get very annoyed with Emirates, every time it's a win or a miss but over my 6 business trips this year it has been a miss. 
",10,26th November 2015,Australia
1534,"Melbourne to Rome via Kuala Lumpur & Dubai. My husband and I booked a trip to Italy with our two young children. The flight is around 21 hrs not including transfers & upon recommendations from several friends we decided to travel with Emirates. I do not have one good thing to say about them! We experienced every family's worst fears about international plane travel with everything from poor, slow service, judgemental staff, pathetic kids meals (the kids were served spaghetti bolognaise on 5/6 flights), rude staff refusing to give the kids their 'complimentary' toy (which we had to beg for!), and to top it all off we had all been separated on one flight, despite booking our seats online. My four year old son and seven year old daughter were sitting 10 and 15 rows away from myself with my husband sitting another 7 rows behind me! All up we were spread right through the economy cabin and no-one wanted to help us, each blaming the next point of transfer as the responsible party. Originally I made an online complaint to Emirates while on holiday, hoping at the bare minimum, they'd be able to offer some palatable food to our children inflight. The response I got, as well as being ridiculously late and outside the timeframe given, was pathetic; suggesting I should just bring my own food in future, with no useful advice or empathy shown! Emirates has been my worst flight experience ever, I am a rather experienced traveller, having flown with at least 15 different airlines and never have I been so dismally disappointed. I will never fly with Emirates again.",4,24th November 2015,Australia
1535,"My husband and I purchased tickets for $38,000. to fly first class on Emirates from San Francisco to Johannesburg via Dubai. It was going to be our ""trip of a lifetime"" so we spent the extra money to try the first class experience we had heard so much about. We boarded the plane and were served drinks, but about an hour later we had to de-plane due to an electrical failure. We waited in the airport and were given hourly updates for the next 5-7 hours while we waited to board again and take off. Eventually the flight was cancelled. We got no information at the airport from Emirates about what to do, where to go, or how to rebook. After several more hours getting our bags and finding our way out of the airport we bumped into a fellow passenger who told us Emirates would pay for a room at a local hotel. We went to the hotel and were not able to get information about rebooking our flight until 2:00 am. The flight went out the following day but involved 2 hours of waiting in line to get checked in. My husband is blind and I had one leg in a cast so the delay was really excruciating. We were awarded 100,000 Skyward miles for the inconvenience. The delay caused us to lose out on the first day of our Safari which cost us roughly $2000, and we could not recoup. I wrote a letter to Emirates saying that we understood these mechanical problems do happen but given the cost of our ticket we wanted better compensation.  I got a polite letter back telling us basically ""no"" that they had done all they were going to do, and that was the end of it. I was pretty stunned at that response given that after having paid $38,000. ",3,23rd November 2015,United States
1536,"Manchester to Bangkok via Dubai and was really disappointed with Emirates. The onboard service was slow and appeared disorganised. We were 2 hours into the flight before we were offered a drink and even then the stewardess seemed uninterested. The food was bland and repetitive. There were two options with one always being chicken. There was never enough of the second meal choice option. The seating was comfortable with good legroom. Entertainment was okay but the same on each connecting flight. Some screens also failed on the plane causing complaints. On a whole, an average experience for the price. ",10,23rd November 2015,United Kingdom
1537,"I travelled on Emirates with my wife and 2 month old baby from London to Lahore via Dubai return. Our bassinet seats were changed on all flights apart from Heathrow to Dubai despite having reserved and requested bassinet seats. The staff attitude was terrible as our seats were changed at Dubai and they just would not give me a reason despite asking on a number of occasions to why they have changed our seats, upon checking my reserved seats once boarded only to discover another couple with a child sitting in our reserved seats. On return flight from Dubai to London we were told a number of times we had got my bassinet seats as reserved even up until the point we was boarding. When we boarded the plane we had recieved seats 1 behind the Bassinet seats -  so I complained and nothing was done about it. However,  a nice passenger in one of the bassinet seats gave his up so my wife could sit there with the baby, he and many others around could not understand why we had been changed and people not needing bassinet seats given them. I have flown with Emirates for many years, but this was by far the worst trip ever in terms of staff attitude and making this journey more difficult than needed be especially whilst traveling with a 2 month old baby. I won't travel with Emirates again after this journey. ",8,22nd November 2015,United Kingdom
1538,"London Heathrow to Hong Kong via Dubai was a fantastic experience. Great lounge at T , planes on time, food and service was great. Bar at the back is a great place to while away some time. Wifi was not perfect, and the lounge at Dubai lacks the appeal of that at Heathrow T3 and Hong Kong. Overall a great experience and value for money. Chauffeur service to and from airport was another great facility.",8,18th November 2015,United Kingdom
1539,What a relief to change from Qantas to Emirates on our flight from Dubai to Brisbane. Seats in Row 57F/G chosen and were comfortable. The cabin crew were friendly and efficient and treated people like people. Meals were excellent and the gluten free options were the best my partner has had on a flight with one exception. A snack (pizza) was served late at night but there was no gluten free snack. The crew asked if fruit or something else could be provided. Flight was on time. After flying with Qantas for 20+ years I'm switching to Emirates.,8,17th November 2015,Australia
1540,Manchester to Doha via Dubai return with Emirates. We arrived at the airport to find that the plane had been changed and our seats that we had carefully selected had been changed - with us scattered all over the place. This is not just an inconvenience but made worse when you are travelling with children - other cheaper airlines have noticed that we are travelling with children and have made sure we are seated together even when we have not paid extra for this (like Thomas Cook). The ground staff managed to find us seats together in the end but much further back in the plane. To make it worse they did the same thing on the way home on our Doha to Dubai flight. This time I checked just before we left and rang them - they could only seat 4 of us together and the rest were scattered. When I got home I emailed them to complain and after a long time got a reply to say that this is just how it is. I expected better for a company that sells itself as having good service and are so expensive. Its a sad day when I get better service from a holiday company chartered flight compared to Emirates. After all the messing about spoiled the flight - this is one of the best parts of the holiday for my family. If a family aren't seated together it doesn't matter what film you show or food you give.,10,16th November 2015,United Kingdom
1541,"Great service, food and cabin atmosphere. The only issue with this flight was that my seat wouldn't recline properly and the staff couldn't resolve the issue. Disappointing but still an enjoyable flight. The lounge food in Sydney was superb, as was the drink selection. I am a gold member with Emirates and endorse their products, just too bad that they teamed up with Qantas as a codeshare partner.",4,15th November 2015,Thailand
1542,"Jakarta to Paris via Dubai with Boeing 777 from Jakarta to Dubai and A380 from Dubai to Paris. I was impressed with the cabin interior. The seat color was calm yet it still gave something confident. Before take-off, the flight attendants gave the menu to all passengers. Jakarta-Dubai flight was served with two meals. I was surprised with the flight attendant that has different languages, 18 in total, this would be very helpful with the passenger who couldn’t speak English very fluently. The meal for me was standard, as I could find a meal better in other airlines. I hope I could get better meal in my next flight to Paris since I thought the flight would use A380, but it was still the same. The flight attendant seemed so hurried in serving the meals. The meal to Paris was served a bit later until dinner time, and I was like starving since they didn’t give us more snack. The best thing in the flight was the IFE.  And it also had the camera that was very interactive.",8,14th November 2015,Indonesia
1543,"Flying back to Jakarta from Amsterdam via Dubai. The flight from Amsterdam was more or less the same as the flight from Dubai to Paris with A380. But the flight attendant from Amsterdam to Dubai was a bit unprofessional. I asked to have my headset replaced, but it didn’t come until I asked another FA. During meal time, I saw an old couple not get the meal. When everyone had half of his meal, they still don’t get the meal. IFE was good during the whole flight. The flight Dubai to Jakarta (Boeing 777) was not as good as I had thought. For almost 1/3 of the journey I could not sleep on my seat. The fleet was different when I flew from Jakarta to Dubai before. This flight looked old. The IFE screen even made me not want to watch. The legroom was also a bit narrow.",3,14th November 2015,Indonesia
1544,"Dusseldorf to Bangkok via Dubai with Emirates. Excellent service provided. Ground staff in DUS a bit slow, would recommend no online check in since only one counter for the whole group of online check in's. Boeing 777 a bit old, but motivated and friendly staff. A380 turns out to be the first plane I can even sit in a middle seat and actually sleep. Not extremely good but at least I can place my legs somewhere.",3,12th November 2015,Hong Kong
1545,"Emirates from Durban to Auckland via Dubai and Brisbane. The first flight from Durban to Dubai I cannot fault. Comfy seats, where I requested to be sat online. Great onboard entertainment, clean and really friendly, positive staff. Food was delicious and plenty to drink. My flight from Dubai to Brisbane was not so great. Second lot of security before getting on the plane that wouldn't allow me to take my water bottle that I had brought at the departure gate. Not in the seat I had allocated online for. Admittedly the rest of my negative experience I can't blame Emirates for. But I do think they should get rid of the ability to put the seat so far back. I basically had the guy in front on my lap the whole way, and I was trying to sleep by leaning on the fold up tray, when he forced his seat right back - it resulted in a limb on my head and a cricked neck. This was then followed by screaming kids for most of the 14hr flight. However due to lack of being able to sleep the aircraft did have brilliant inflight entertainment. Particularly enjoyed the cameras mounted out side the plane that you can watch.",3,11th November 2015,United Kingdom
1546,"London to Kuala Lumpur via Dubai with Emirates. Inflight entertainment was wonderful with many selections to choose from. Food was rather okay too, considering I ordered a gluten free meal. The seat was hard to sleep in and the cabin was sometimes too cold. I needed to use a couple of blankets on these flights as it was just too cold. Service was below average. Asked for orange juice and water twice from two different cabin crew, but it never showed up. I had to go to the galley myself to take the drinks because no one attended to my call.",3,10th November 2015,Malaysia
1547,"New York JFK to Milan. I've flown the Emirates A380 on short haul flights from BKK to HKG in First Class which is a noticeable improvement over the Business Class product. As many write, there are a number of seats in the Business Class cabin that are much worse than others. I did my homework before selecting the outbound seats. Per recommendation (traveling with a significant other), I picked seats 20 E/F that had the mini bar on the aisle, which allows you to sit closer to your friend/partner/spouse. The problem with these is that our middle armrests were so small and narrow that really only one of us could use it at a time. On our flight back to New York we opted to sit apart and chose seats 18K and 20K. These seats have the mini bar on the aisle, and you do have a nice more private experience. The huge plus of these seats is that you get lots of storage space next to your seat under the windows that is nonexistent in the other middle seat configurations (E/F and D/G). This allows you to put away your laptop bag, blanket etc, without getting up into the overhead bins during flight. This would also be the case for the ""A"" seats on the other side of the plane. We found these much more comfortable and didn't mind sitting apart for the flight. The flight attendants are very hit or miss with Emirates. On our outbound JFK-Milan flight, most were pretty bad. Not particularly helpful or available. They disappear after the very rushed dinner service. On our return flight the good FAs outnumbered the bad. The thing that agitated the most on both flights is the disregard that the attendants have for being quiet. They love to congregate and talk loudly between sections behind row 21. As well, they seemed to always getting into the overhead bins and slamming them shut. This woke me us several times. The other thing that I disliked is that the restrooms are next to the galley in the back of the Business class cabin in such a way that it almost seemed unsanitary and without privacy. You have the toilets between the lounge/bar with uncovered food, and the galley where they are preparing food. With no curtain separating the toilet section from the galley section, you have a bunch of FAs standing around on one side and guests in the bar area on the other that you must walk through to get to and from the toilet. We found the food offering pretty subpar for a business class product. The beverage service and offering was above average.",2,9th November 2015,United Kingdom
1548,"Sydney to Bangkok with Emirates. I was unhappy with the Check-In staff member who mistakenly added the weight of my carry-on cabin bag to my Checked luggage, requiring me to repack my bags, but when I eventually got back to (different) check-in desk my checked luggage was well under the 30kgs allowed, so I ended up checking both bags and carrying the plastic bag that I was going to post as my carry-on. The difference between the two service staff was marked - this is the second time this has happened. The meals on Emirates in Economy have deteriorated in the last year or so, probably because Emirates operates a codeshare arrangement with Qantas on this route, so they are maybe catering to Qantas customers. The cabin staff are very professional and helpful, The beer on board is supermarket class offering a Dutch and USA option with a Dutch light alternative rather than options from Oceania or Asia which I would prefer, still the staff offer options rather than just what is close to hand. The wine is quite reasonable given it is cool and drunk at altitude. The in-flight entertainment is superior unless the person in front insists on fully reclining their seat even during meals which makes viewing the screen extremely unpleasant, but this is probably more a reflection on the type of passenger Emirates attracts with their code share arrangement with Qantas than on the actual seat.",6,7th November 2015,Australia
1549,"Emirates A380 provides you with excellent flat-bed seat with great privacy, best IFE around, and good drinks. The onboard bar/lounge is a nice to have, and fun place to go for a walk. Quality of the FAs is unpredictable, had some outstanding ones while others were really sub-par. Catering on EK business class is below quality offered by QR economy class, but I do not fly for the food experience. Just give me a superior seat/bed, the better IFE, and a global routes network.",2,7th November 2015,Belgium
